repo,deploymentFrequency,leadTimeForChanges,meanTimeToRecover,changeFailureRate
knadh/listmonk,7.392771201289126,41.48986593569849,81.5050815831075,52
konvajs/konva,22.7841739833217,15.452073497558876,190.23434799382713,17.51412429378531
krisk/Fuse,12.850017223893303,14.502259662727722,86.1112650462963,37.5
ktr0731/evans,13.114996986855504,39.480931825114844,40.287574266975305,53.333333333333336
kubernetes/kompose,6.1614124502408325,32.81613064236111,124.84536764705881,64.1025641025641
kubernetes/kube-state-metrics,10.811184248575206,80.89655916772425,105.97108160537299,49.25373134328358
kubernetes-sigs/aws-load-balancer-controller,9.398082455537871,31.63863303245697,88.80634531590414,43.24324324324324
kube-rs/kube,23.83323911154504,10.569346273160587,43.085452143719806,76.05633802816901
kubescape/kubescape,106.13411943162586,9.38370724525794,34.04672827060932,41.791044776119406
kulshekhar/ts-jest,24.994284156808945,20.34730786918359,57.69447222222223,44.73684210526316
kumahq/kuma,26.0054022449193,29.002708513500533,72.33762745260141,68.29268292682927
labring/sealos,27.297543481242993,15.25060765552787,55.65493600217865,55.96330275229358
labstack/echo,12.608624135278225,58.248301600396196,127.41776725589227,57.89473684210526
laravel-shift/blueprint,24.39126379907676,8.178091121369183,20.712587005108556,54.83870967741935
launchbadge/sqlx,14.085644533650163,23.40002500079684,68.49498002904865,68.42105263157895
lcobucci/jwt,5.912500371546728,161.64255674623732,76.0596350308642,28
LeelaChessZero/lc0,19.6912956294101,16.463063254088368,65.70459810025542,23.28767123287671
leeoniya/uPlot,22.400665646755783,9.687422735235236,16.185353240740742,82.6923076923077
LeetCode-OpenSource/vscode-leetcode,9.967731933248816,43.07458720750039,28.62859760802469,47.61904761904762
leits/MeetingBar,12.636561901169776,26.839356852864714,41.76909907407407,36
leongersen/noUiSlider,9.857503183674568,31.833120795355907,42.081595355436086,19.607843137254903
libgit2/libgit2,6.719627088626186,141.17283701257813,183.3817254273504,23.076923076923077
libjpeg-turbo/libjpeg-turbo,5.2508116540827565,733.8604169801739,136.74945370370372,48.648648648648646
libp2p/go-libp2p,26.91417174161966,489.07667403072895,90.49271029504081,36.36363636363637
LibreCAD/LibreCAD,3.5766590773051985,133.25678157829688,922.0069939557612,54.054054054054056
libreddit/libreddit,44.938015263596945,7.794703973714868,42.50968460648148,47.19101123595506
lingochamp/FileDownloader,16.067709921994297,13.523532118055556,37.764394290123455,70
lingui/js-lingui,20.217306634841908,24.338176120432,53.987808779761906,38.775510204081634
ljharb/qs,9.624249129505824,162.8976058106169,201.71979433760683,39.473684210526315
loft-sh/devspace,70.93729976890424,9.316977193883629,55.23582065217391,58.415841584158414
logaretm/vee-validate,35.5013537463,41.03070281384894,20.417974426280345,45.248868778280546
logisim-evolution/logisim-evolution,4.00091887088604,63.22865671188419,103.28266339869282,82.14285714285714
LSPosed/LSPosed,14.718891922514487,32.021881273841544,24.937147550776583,51.785714285714285
ludwig-ai/ludwig,7.027137487611706,97.6270522293089,117.13634331597223,72
lvgl/lvgl,7.797320896602422,58.95151592686642,42.3241351010101,42.857142857142854
LycheeOrg/Lychee,10.347313825447324,66.03105924974632,81.62512806152927,69.6969696969697
